name,ratings,date,helpful vote,comment
SEJONG MO,1,2018년 7월 29일,9,"업데이트 이후 기존에 잘사용하던 리모컨 기능이 안되고 삭제 및 재등록도 안되네요. 스마트홈에 일반 tv와 셋톱박스 등록가능하게 
개선부탁드립니다."
은끼,5,2018년 7월 26일,11,"U+iptv에도 배달의민족또는 여러가지 정보들 추가해주세요ㅎㅎ꼭!추가해주세 요ㅎㅎ그러면 lg유플러스 사용하시는 분 들도 편리하게 
이용할수있잖아요~!"
ILGYUN HAN,1,2018년 8월 11일,3,"업뎃이후 디바이스 오프라인으로 자주뜨고...음성 인식률은 계속 떨어지고..바로 앞에서 클로바를 10번가까이 불러야 응답하고..왜 점점 
바보 클로바가 되어가나요?"
정민영,1,2018년 8월 2일,2,"성의없게 답변 붙여넣기 하지마시고 고액 연봉을 받는 N사 개발 자라면 책임감을 갖고 업뎃 하시고 서비스 팀이라면 제대로된 답변을 
내놓으세요 가장 기본적인 스피커 기능이 업데이트 이후 안된다는 사람이 태반인데 모두가 그런게 아니라는건 직무유기 아닌가요? 힘드시겠지만 
그럴라고 급여받고 일하는건 아닐턴데요?"
Hyeon Ju Bang,5,2018년 8월 10일,4,"잘 쓰고있어요~~ 근데 어느 날부터 음악이 안 나옵니다. 어플 들어가보니 뮤직이 지금 몇 주째 연결실패라고 나옵니다. 빨리 해결 
부탁드립니다 현재 지니뮤직 연동해서 사용하고 있습니다"
김규환,1,2018년 8월 9일,1,"업데이트 이후 지니뮤직 연결이 안되고있으며, 다른 기능 또한 먹통 투성입니다. 빠른해결 바랍니다!! 밑에 글 모두 답변이 복붙이던데, 
글은 보고 복붙답변 달고있는건가요"
Yun seong Choe,2,2018년 8월 14일,0,며칠전부터 뮤직로그인이 안되네요. 지니뮤직으로 연동되어있는데 앱 재설치하고 이것저것 해봐도 안되네요. 너무 불편해요
박선명,3,2018년 8월 5일,1,"쥬니버에서 동요 재생하는 기능 끄는 메뉴 좀 넣어주세요. 이용중인 음원 사이트만 이용하고 싶은데 자꾸 동요가 쥬니버에서 재생되네요. 
노래도 자꾸 끊기고 해서 쥬니버 무료 동요 이용하고 싶지 않습니다."
Donghwan Kim,1,2018년 7월 28일,5,업데이트 후 어플 실행하면 일시적인 장애라면서 연결이 안됩니다. 일시적 장애가 이틀째네요. 설정 메뉴 접근이 아예 안되니...
steve Oh,1,2018년 8월 2일,1,프렌즈에서 잘 쓰던 음악재생이 안되고 앱 뮤직메뉴는 계속 연결실패네요. 어떻게 점점 불안정해지는지 모르겠네요
송광주,1,2018년 8월 7일,2,어제부터 계속 음악이 연결실패라고 뜨면서 장애가 발생됬다는데 아직까지 음악실행이 안되요 어떡하죠?
Google 사용자,1,2018년 7월 29일,1,"클로바가 점점 더 바보가 되어가네요! 계속 재 부팅 하라고 하고, 이방법 저방법 다해봐도 연결이 안되네요!"
HR Chung,1,2018년 8월 13일,0,"언젠가부터 벅스뮤직 연동 오류가 나요. 아래 보니까 뮤직 연동 오류 뜨는 사람이 한 둘이 아닌데 엡 업데이트 해야하지 않나요? 
고객센터에 글써갖고 해결이 되는 문제인지 궁금하네요"
Google 사용자,2,2018년 7월 28일,1,음악 틀게하려고 설정들어가려는데 설정버튼자체가 안눌러지네요;; 빨리 오류고쳐주세요
김종근,1,2018년 8월 4일,0,"기기 찾지 못해 앱 지웠다 다시 깔아도 안되네요 탈퇴 후 재 가입 하려고 하니 한달 뒤에 재가입 된다 하네요 창문 밖으로 던지고 싶네요 
짜증 엄청나네요"
Google 사용자,1,2018년 8월 2일,0,도대체 리모콘기능은 어디있는건가요? 리뷰보면 최근업데이트이후 사라졌다는데 언제 다시사용가능한가요?
김태형,1,2018년 8월 2일,0,"제가 optoam hd25 프로젝터와 케리어 에어콘을 이용중인데 리모콘 등록에 optoma 제품 리모콘을 아무리 등록해도 인식이 안되며 
케리어 에어콘은 아예 등록조차 할 방법이 없어 보입니다. 혹시 방법이 있나요?"
임솔이,5,2018년 8월 3일,0,"관리자님 ㅜㅜ 제가 버튼을 잘못눌러서 탈퇴가 됫는데 한달뒤에 가입할수있나요? 바로 가입방법없나요?해결좀 해주세요ㅜㅜ 클로바 연결하다가 
이렇게 됫어요ㅠㅜ"
정빛나,1,2018년 8월 10일,0,"초창기엔진짜잘됬는데 지금은 음성인식도잘못하고 음악재생도되다 안되다하고 실행이엄청느려요 왜이렇죠 제폰이꼬져서안되나싶어 
핸드폰도s9으로바꿨는데도이러네요"
서경이,2,2018년 8월 8일,1,이걸깔아서 음성을 해봤더니 다른걸 검색해서 기분이나빠서 지우려고요필요핸가 해서 깔았더니만 필요한게 없내요
송준우,5,2018년 8월 5일,0,"먼곳에서도 클로바와 블루트스연결이 잘돼고 음성전송 기능이 있어서좋아요 그런데 갑자기 위치설정이 안돼요 제가 할수있는 
모든것을해봐도안돼내요ㅠㅠ"
공대훈,2,2018년 7월 29일,2,리모컨 하고 스마트홈 되긴 되는건가요 삭제하고 다시 설치하고 초기화도 해보고 로그아웃 도 해봐도 안되네요
Google 사용자,5,2018년 8월 14일,0,"네이버 뮤직, 바이브, 클로바에서 음성으로 요청하여 나오는 뮤직 세개를 통합하여 주세요"
장이현김가연,1,2018년 8월 4일,0,음성녹음 엉망입니다 여자친구나 사랑이라고했는데 엉뚱헌것으로 녹음뜨는데요 고쳐요실망임 마음에들지않음
Google 사용자,1,2018년 8월 7일,1,뭐에요.. 고장난줄 알았더니 음악재생 안되는게 저뿐만이 아니네요! 어떻게해야합니까?????
김해연,2,2018년 8월 1일,0,업데이트후 홈 연결이 되지않고 계속 연결 실패로 뜨네요..
최광희,1,2018년 8월 12일,0,음악을 듣는데 자꾸 1절이 다 나오기도 전에 곡이 끊기더니 바로 다른 곡으로 넘어 가네요 어떻게 하면 되나요??
어흥호랑이,1,2018년 8월 6일,1,자꾸 연결을할수없다고뜨네요
Google 사용자,2,2018년 8월 7일,1,왜 오제부터 계속 음악을 못듣죠 에러라고 뜨네요
닥치면반이라도가,3,2018년 8월 2일,0,기기가 자꾸 연결이 끊겨서 사용이 불편
hakhyun kim,1,2018년 7월 29일,0,말귀 드럽게 못알아 먹네 업데이트를 뭘한겨?
윤서연,5,2018년 8월 6일,0,그림만 봤는데 벌써 부터 좋은것 같아용
Taewook Kang,1,2018년 8월 3일,0,업뎃후 필립스휴 작동안됨 최악
Kyung-Ho Yoon,3,2018년 8월 15일,0,뮤직 플레이리스트 지원 해줘요.. 정말 중요하다고 봄
Google 사용자,3,2018년 8월 4일,0,업데이트 이후 블루투스 연결시 기기에서 재생목록도 안올라오고 노래재생시 연결끊기고 문제많습니다 업데이트 후 테스트를 안해보시는지?
윤영훈,2,2018년 8월 5일,0,벅스뮤직 연동이 안됩니다 2일부터안되는데 수정필요합니다
Google 사용자,4,2018년 7월 30일,0,좋은데 별이 4개인 이유는 음성인식이 잘 안돼요. 인식 잘돼게 해주시면 별 5개 드립니다.
SJ J,1,2018년 8월 8일,4,돈 내고 테스트 해주는 수준의 퀄리티
유섭정,1,2018년 7월 30일,0,연결 드럽게안되네요 그지같은거
김순동,3,2018년 7월 27일,0,네이버 클로버 로그인 등록중이라는 메세지만 계속 되어서 사용후기 작성 하기가....잘 모르겠네요!
이정관,5,2018년 8월 10일,0,굿~~~빅스비 보다는 못하지만 ㅜㅜ
ᄒᄒ레아레토 ᄒᄒ귀엽,1,2018년 8월 9일,0,아니 네이버 로그인 빼요
nowokllm임노우,1,2018년 7월 31일,0,클로바작동이잘안되내요
위너플,2,2018년 7월 29일,0,업데이트후 리모컨 삭제도안되고 리모컨기능이 아예 안돼요..
김병현,5,2018년 8월 1일,0,재밌네요
Google 사용자,5,2018년 7월 29일,0,good~~
김성태,5,2018년 7월 26일,1,편해서 좋아요
SOMECAR CORP,5,2018년 8월 10일,0,좋아요
박형호,5,2018년 7월 13일,7,"현재 휴대폰에 네이버클로바 앱이랑 프렌지 단말기랑 연결이 안되네요 앱에서 디바이스 들어가면 계속 오프라인으로 나옵니다. 공장초기화하고 
앱도 다시 설치해도 마찬가지네요.. 초기 연결할때 프렌즈에서는 설정 완료되었다고 소리나오고 앱에서는 서비스인증중에서 넘어가지도 않고요 
왜그런가요?"
hyosik ahn,1,2018년 7월 15일,2,"연결이 안됩니다. 집에 공유기 교체 후 다시 페어링 하려는데 안되네요. As 맡겼더니 정상이라 하고, 집에서 해보니 연결은 안되고, 앱 
재설치 말곤 다른 가이드도 없고. 미니언즈 버전은 괜찮은데 브라운만 이렇습니다. 이렇게 페어링이 힘들면 문제 아닌가요?"
Sung-hye Bark,1,2018년 7월 14일,2,"몇일전부터 연결실패라고 하고 연결안됩니다. 그리고 3개월 이용권인데 계속 연결실패면 무슨 소용인지..ㅠㅠ 다른 음악어플 사용하다 
갈아탔는데 클로버 불편한듯합니다. 다시 사용하던 어플사용해야되는데 3개월 사용권은 어찌되는지? 진짜 황당함"
윤홍비,2,2018년 7월 18일,1,"오류도 너무 많고 로딩도 길고.. 플레이리스트 추천도 빈약함. 또 추천받은 플레이리스트에서 곡을 제외하거나 순서를 바꿀 수가 없음. 
추천해주면 그냥 닥치고 그 순서대로 들어야함. 이정도 기능도 없으면 블루투스 스피커를 사서 멜론을 듣지 왜 비싼 돈주고 인공지능 
스피커를 사겠음? 그렇다고 인공지능 수준이 헉소리나게 높은것도 아니고. 말그대로 그냥 다 어중간.. 하다못해 플레이리스트나 음악재생 
부분이라도 신경써주길"
Taehoon Jeon,4,2018년 7월 10일,1,"몇일 전 부터 어플의 홈화면이 표시가 되지 않습니다. 어플을 지웠다가 새로 설치도 해보았고, 기기 연결 해제 후 다시 연결, 초기화 등등을 다 해보았지만 어플의 홈 화면이 연결 실패라고만 뜨네요. 가족들 핸드폰으로 모두 해보았지만 동일 증상이 나타납니다. 해결할 수 있는 방법 부탁드립니다. 감사합니다."
손상옥,3,2018년 7월 7일,7,"클로바잘쓰고있는데 갑자기 자꾸 묻는말에 이상한대답해서 리셋시키려는데 어플 홈 화면이 일시적장애로 계속 연결실패라고 뜨고 클로바 
와이파이도 연결안되고..어떻게해야하나요?답답하네요"
진심이냐,5,2018년 7월 25일,0,"미니언즈 스피커 사용중인데요, 본 앱이랑 연동시켜서 잘 사용중입니다. 그런데 미니언즈 스피커가 펌웨어 업데이트를 했는데 클로바앱 어디를 
둘러봐도 뭐가 업데이트 된건지 정보가 없네요 . 제가 못찾은건지, 아니면 기능이 아직 없는건지 궁금합니다."
Green Shark,4,2018년 7월 12일,1,"브라운 스피커와 사용하고 있습니다.. 출시 초기에는 기본 기능 작동이 잘 되었는데, 시간이 지날수록 음성 인식 능력이 줄어드는 것 
같아요. 기기 문제일수도 있지만 음성인식 알고리즘이 너무 정확한 발음만 듣게된것이 아닐까요..? 이젠 정말 거의 날씨밖에 안되네요ㅜㅜ 
플러그 켜줘 하면 아무말도 안해주고.."
Google 사용자,2,2018년 7월 20일,0,"오늘 업데이트 후에, 연결이 되어있어도 클로바 앱에서는 계속 오프라인상태로 떠요.. 핸드폰 공장초기화도 해봤고 재설치 재연결 여러번 
했는데 계속 그러네요ㅜㅜ 인식도 너무 느려지고 ...빠른 수정 부탁드립니다"
최성훈,3,2018년 7월 13일,1,"아니 잘쓰고 있었는데 왜 업데이트 후 브라운이 계속 오프라인이로 바뀌는거죠?? 와이파이설정을 다비 해도 잠시뿐이잖아요 업데이트한다고 
무슨 버그가 생긴 겁니까!?"
Google 사용자,1,2018년 7월 25일,0,로그아웃하고 다시 로그인하려고하는데 아예 앱실행이안되요 왜 이러는걸까요? 스피커자체도 껏다키고 모뎀까지 재부팅했는데ㅡㅡ
댓글,1,2018년 7월 16일,1,"3일 넘었습니다. 리뷰창 보니 저만 그런 것 같지 않은데 어플 재로그인하라 클로바 껏다켜라 이딴 소리하지말고 앱 업데이트 당장하세요.. 
쓰는데 왜 이렇게 불편함을 느껴야하는거죠. 기가지니랑 되게 고민하고 산건데 진짜 최악이네요"
Seun Son,1,2018년 7월 17일,1,연결이 안됩니다. 아래 리뷰보고 그대로 적용해도 안됩니다. 복붙해서 답변 달 게 아니라 정확한 상황파악부터...
Google 사용자,4,2018년 7월 12일,0,정말 좋은데 제가 네이버뮤직 6개월 쓰고 이제 멜론 하는데 멜론은 안 되더군요.. 멜론도 지원해주세요
손지숙,4,2018년 7월 7일,1,"네이버 클로바에 리마인더나 알림 기능을 설정하면 크로바에서 알려주지는 않나요 앱에서는 알려주는데 클로바에서는 알려주지 않더라구요 
클로바에서도 알려주시는게 맞는거죠"
김영수,4,2018년 7월 6일,1,정기음원결제했는데 1분듣기만 되내요 결저는3번이나 되었구요
조은엽,3,2018년 7월 10일,0,"앱에서 디바이스를 기존 웨이브 기기가 있는상태에서 브라운을 추가하는데 유플러스 인증에 실패했다고 안내창이 뜨고 등록이 되지 않습니다. 
어떻게 해결할 수 있을지요"
김현미,3,2018년 7월 10일,0,"지니뮤직으로 이용 잘하고 있었으나 클로바에게 음악실행명령어 실행시 '현재 지니뮤직을 이용중이에요 클로바앱에서 네이버뮤직을 이용할수 
있습니다' 계속이런 오류멘트가 나와요 명의자휴대폰으로 재연결하여 진행해도 안되네요"
게임맨,4,2018년 8월 18일,5,요즘 계속 일시적인 장애가 발생했습니다가 자주 떠요 그것만 아니면 진짜 인공지능 최강앱
손민성,3,2018년 7월 6일,0,클로바를 U+에서 선물로 보내주어 연결하려 시도중인대 기기감지는하고 블루투스 오류만 계속나네요;;
박대운,4,2018년 7월 13일,0,"안녕하세요, 저는 페이스북아이디로 지니뮤직을 이용하고 있습니다.  지니 뮤직이 연동이된다고해서 클로바를 사용하려고 하는데 클로바앱에서 페북로그인을 하는 기능이 없더라구요,  관련 내용을 지니뮤직에 물어보니 아이디를 새로 만들어라네요..  혹시 페북로그인 기능을 추가할 계획이 있으신가요?"
륭달,2,2018년 7월 11일,2,어른들만슬쓸있는것같아 어린이니는못습는것갈아 그다으은모르겟어
김수진,2,2018년 7월 14일,0,뮤직 연동 해뒀는데 갑자기 왜 안되는지? 서버문제인가요 지니문제는 아닌거같은데 블루투스 연동으로는 되는데
이금자,1,2018년 7월 13일,0,연결은 됐다고하는데 왜 안되는거죠 어제 오후 에 설치했는데요 이래서 사용하겠어요
Skeleton Blue,2,2018년 7월 15일,0,"HK네트웍스 MBOX 잘 연동되다가 안되고 왜안되냐고 물으니 네이버에서 검토중이란 답볍 그새 샤오미께추가 되고... 어떤 관리자가 크게 
잘못생각하나 보는데 글로벌ai스피커 한글버젼이 앞으로(구글,아마존등) 출시예정들이많은데 간보다 국내고객들 다 이탈시키지말고 
샤오미추가한것처럼 모든기기가연동되도록 범용성을키우는게 최선이라본다. 제발 간보지 말고 앞으론 범용성이큰제품으로 몰릴것이여 아무쪼록 
mBOX빨리되도록 수정해라 제발 범용성 떨어진다 곳곳에 리플달기전에 그나마다행인건 sk누구보단 그나마 범용성은좋다고생각한다 
빠른수정부탁한다 ...전체 리뷰"
피아노건반,1,2018년 7월 22일,0,"우퍼 셋톱박스 유플티비가 전혀 안먹습니다.. 기사님 오셔서 셋톱박 초기화해도, 앱 다시 설치해도 안먹어요.. 언제쯤 해결되나요?"
yina youn,1,2018년 7월 21일,0,"업데이트 이후 연결 계속 알수 없는 이유로 실패하고 프랜즈 기기와 연결 제멋대로 해제되고 클로버 어플과 연결이 안되어 프렌즈를 아예 
사용을 못하고 있는 지경입니다 어플이고뭐고 다 초기화 하고 삭제 하고 다시 설치해도 약관 동의가 안된다는둥 오류메세지도 순삭이라 다 
읽지도 못하고 꺼져요 너무 짜증나네요 어쩜 이따위로 만들고 돈받아쳐먹는지..원.."
이영훈,2,2018년 7월 14일,0,어플과 기기가 호환성이 떨어짐 매번 연결시 디바이스를 못찾고 재시작하면 서비스인식안됨
chanho park,3,2018년 7월 12일,0,제 클로바도 나날이 멍청멍청 해집니다 처음에는 정말 잘 알아들었는데 요즘에는 기존에 쓰던거도 잘 안되요
Google 사용자,5,2018년 7월 26일,0,잘 사용하고 있는데요 어는순간부터 작동이 안되고 블루투스 디바이스 오류 나오고 초기화 해도 디바이스 오류 나오고..어떻해야 하는거죠...
아리아,3,2018년 7월 12일,0,바로 앞에 있는데 디바이스 연결이 안되요
김레오,1,2018년 7월 7일,3,엘지 g7 오류는 언제 수정 되나요?
Eunbee kim,5,2018년 7월 12일,0,캘린더 연동 어케하나여?
김태성,1,2018년 7월 24일,0,유플러스 로그인이 안나와요
Google 사용자,3,2018년 7월 9일,0,저도 홈화면이 계속 안나와요!! 왜그런거예요~~~~~~????
최경민,4,2018년 9월 10일,0,좋은 앱 해외 열강들로부터 지켜주세요.
Google 사용자,1,2018년 7월 19일,0,자증나서
양보배,5,2018년 7월 26일,0,깜찍하고 쓰기좋아요
Google 사용자,3,2018년 7월 2일,1,"핸드폰으로 블루투스 연결하고 아주 가까이에서 음악을 재생했는데 너무 잘 끊겨요... 제 핸드폰이 구려서 그런걸까요? 사이에 벽이 있지도 
않고 그냥 같이 뒀는데...지지직 거리고... 해결방법 없을까요?"
이상호,4,2018년 6월 30일,3,"리마인더에 입력을 하면 해당 시간이 되면 자동으로 알려주는 기능이 있지않나요? 제가 잘모르고 있는건지..30분후에 약먹으라고 알려줘 
라고 입력하면 리마인더에 입력은 되는데 해당시간이 되어도 알람이 없네요. 원래 안되는건가요?"
김동규,5,2018년 7월 2일,1,"클로바앱 뮤직탭들어가면 계속 일시적인 오류가 발생했다고 하면서 연동이 안되네요. 클로바앱 지웠다 깔아봐도 그대로... s6엣지플러스에 
브라운ai스피커 사용중입니다."
Google 사용자,4,2018년 7월 4일,0,"오늘부터 자꾸 노래가 버벅거리며 틀어지네요 고객센터에전화해서 여쭤보니 한번 초기화하고 다시 설정해보라고 하셔서 했는데도 그러네요...제 
기기가문제가있는건가요? 아님 무슨오류가있는건지..리뷰보니 저와같은현상이 있으신 몇몇분이 보이네요... 그리고 어플에있는 홈이자꾸 
로딩표시만되고 일시적오류가 있다고 조금있다가 다시 재로딩하라고뜨네요..먼가요ㅜㅜ"
Jae,3,2018년 6월 26일,2,노래 검색 텍스트로 가능 하게 해 주세요 매번 말로 검색하기 너무 힘드네요
안토니오,4,2018년 7월 9일,0,앱 실행후 영어로 대화하자 하면 아직 지원되지않는 기능이라고 하는데 어떻게 해야 영어로 대화할수 있나요?
신창세,1,2018년 7월 4일,0,지니뮤직 연동이 해제 되고는 계정 연결이 안됩니다
이창기,3,2018년 7월 4일,0,iot@home 연동할때 로그인창이 안나옵니다
박김,5,2018년 6월 25일,2,멜론 서비스는 언제쯤 연동되나요?
덮밥참치,5,2018년 7월 5일,0,인터넷 설치해서 사은품으로받았는데 너무좋아요 ㅋㅋ
진진주,3,2018년 7월 3일,0,며칠전부터 노래가 계속 씨디 튀듯이 계속 끊겨요
박종영,1,2018년 7월 1일,0,폰 바꿨더니 앱이 실행되질 않음
곽상우,1,2018년 7월 2일,0,오류로계속꺼지네요
동과서,3,2018년 8월 5일,0,앱을 나가있을때도 부를 수 있나요?
김사랑,5,2018년 9월 29일,0,너무편했어용
Google 사용자,4,2018년 6월 21일,6,"다 좋아요. 저희가 네이버 클로바 브라운 쓰고있는데 정말 좋네요. 근데 스마트홈기능에서 에어컨에 있는 공기청정기 트는 기능도 
추가해주세요. 클로바로 냉방틀고 에어컨리모컨으로 공기청정트려니 음성으로 에어컨 킨게 무의미하게 됩니다. 그러니깐 이부분은 좀 
수정해주세요. 그리고 꺼짐예약하는거랑 켜짐예약하는것도 있음 너무 좋겠네요. 빠른 답변 부탁드립니다."
Selina Park,3,2018년 6월 19일,7,호출명에 브라운도 넣어주세요. 이럴줄 알았으면 샐리를 샀었겠지.. 브라운을 브라운이라 부르지도 못하고.. 불편하네요.
Denis Choi,3,2018년 6월 20일,3,App에서 주사위 놀이등 확장 서비스를 실행하면 한 번 대답한 후 더 이상 진행하지 않고 끝나 버립니다. Phone LG G4 v5.1
정승기,4,2018년 6월 19일,2,업데이트후 티비와셋탑은 이제 되는데 LG씽큐에어컨이 등록된기기가 없다고 안되는데 스마트폰앱에서는 등록이 되있고 음성으로 됩니다
노현진,5,2018년 6월 23일,3,좋아요 근데 앱들어가지 않고도 그냥 클로바 라고 부르면 구글어시턴트처럼 나왓으면 좋겠어요 그러면 별 무한개 드러요
Ajin Factory Automation,1,2018년 6월 25일,0,참답답한앱이다 갑작스레 지니뮤직 실행하면 연결실패 일시적 장애가생겻다고한다 뭔앱을이꺼라지로만들었는지
Jungwook Hong,3,2018년 6월 26일,0,메시지보내기부터 카카오가 좀 더 연동성이 좋다는 생각이 듭니다. 톡은 안되겠지만 취침예약이나 전화 그리고 문자 기능은 안되나요?
Hohye kim,5,2018년 6월 22일,0,잘 쓰고있는데요 최근에 앱이 자동중지되어서 다시 재 설치를 했는데도 독같이 실행이 되지 않습니다 앱중지 이렇게 뜨는데요 도와주세요
Google 사용자,4,2018년 6월 21일,0,음 다 좋은데 컴퓨터와 연결해서 데스크탑 스피커로 사용이 가능했으면 좋겠습니다 그리고 클로바 스피커에 옥스단자가 없어서 아쉽습니다
전현철,4,2018년 6월 20일,0,"너무좋아요. 다만 뮤직 란에서 뮤직검색해서 트는기능도 있었으면 좋겠어요. 그리고 음악 마이스테이션에서 내곡을들을때 리스트가 
다표시되였으면 합니다"
김미희,4,2018년 7월 3일,0,낮부터 영어동여 틀어달라하면 쥬니버에서 동요를틀어준다하고 나오는노래는 자꾸 버벅거리며 끊김현상 생겨요 대체왜죠 ????
ahgree p,4,2018년 6월 22일,1,잘 되고있었는데 언제부턴가 노래재생해달라고하면 재생한단 말만하고 노래는 안나오는데 왜이러는거에요?
lst alki,1,2018년 7월 3일,0,제발 지니뮤직 카카오 로그인좀 되게 해라.. 그것도 안되면 어쩌라는거냐
Google 사용자,2,2018년 6월 25일,0,갑자기 뮤직연동이 안돼요 다시깔아도 오류라고연동이 안되네요
까마귀,1,2018년 6월 24일,0,페미 클로바 삭제... 페미짓 하는거 티 좀 안냈으면
박가영,5,2018년 6월 18일,0,아주좋음 ㅎㅎ 마음에듬
옌수리월드[08],5,2018년 6월 19일,0,이거완죤저아여! 기능도편리하구 로그인도했고친구들도다이앱써요ㅋ ㅋ
맘셋아이,3,2018년 6월 21일,0,기대보단 조금 실망이네요~~그래도 귀여워서 씁니다^^
Google 사용자,3,2018년 6월 19일,2,저는9홉살이여서 로그인이몬지모르겠어요
Google 사용자,4,2018년 6월 26일,0,요거 컴퓨터 스피커로 사용항수 없나요??? 그리고 옥스선이라도 쓸수 있게 해주시지
Google 사용자,5,2018년 6월 23일,0,좋아
Hyoju Kim,1,2018년 6월 9일,14,"1. 음성인식이 잘 안되서 클로바어플에서 글로쓰면(어떤노래틀어달라고했음) 연결된 클로바에서 나오는게 아니고 폰에서 나와요. 
방법없을까요? 2. 클로바 어플에 뮤직 있잖아요 거기서 음악 찾아서 듣는기능은 없나요? 장르별 추천음악 뭐 이런것만있는 것같은데.. 
제가 원하는 답변이 아니네요.. 클로바 어플에서 i 에서 질문이 몇개있잖아요 그건 클로바에서 나오게끔 되는데 .. 그거말고 제가 
음성인식 말고 폰으로자판으로 쓰면 클로바에서 나오지가 않아요 폰에세 나와요"
Jaehyun Chang,4,2018년 6월 16일,1,"지니뮤직 연동관련... 지니뮤직을 카카오톡 간편로그인 기능으로 가입했는데 클로바에서 지니를 연동시키려고하니 안되네요. 아예 지니뮤직 내 
간편로그인 같은 메뉴가 클로바에서는 보이지 않고 ID/PW 나 전화번호 기반 로그인만 제공되네요"
김기봉,3,2018년 6월 16일,2,"리모콘 설정에서 셋업박스 설정이 안됩니다. 올레티비스카이라이프 선택후 마지막 '네'에서 선택이 안됩니다. 참고로 '아니오'는 선택 
됩니다. 제휴대폰은 갤6엣지 입니다. 얼른 수정해주세요."
Yoonjai Chang,3,2018년 6월 10일,1,"네이버 뮤직과 연동중인데 싫다고 말한 노래들도 다음에 계속 틀어준다. 그리고 비슷한 노래들도 인기차트에 있으면 계속 틀어주는 듯. AI 
기술이 정말로 들어가 있는지 궁금하다."
Google 사용자,3,2018년 6월 17일,0,이거 제가 노래을 안 틀었는데 그냥 막 계속 노래나오고 그래요 좀 고쳐주세요...혹시 저만 이런가요??
변나영,2,2018년 6월 11일,0,"클로바가 계속 오프라인 상태에 있네요 공장초기화도해보고 앱도다시깔아보고 설정도 다시해보고 해도 계속 오프라인상태에 있고 
명령도안듣고..왜그러는건가요?"
park kwanglae,1,2018년 6월 17일,0,"폰교체 후 다시연결하니 내 아이디로만 연결하면 튕김현상 발생하고, 껐다키고 지우고 다시하고 네트웍바꾸고 해도 안되서 다른계정으로 
연결하니 되네요. 기존계정에 뮤직이용권연결된건데 이런식으로 못쓰게되다니 처리좀 빨리 부탁드립니다. 몇주째 연결못하고 있네요 ㅡㅡ"
Google 사용자,1,2018년 6월 9일,2,심심하면 연결해제.. 삭제후 재설치.. 사용못하는날이 더 많고.. 애는 울고.. 웬만하면 안쓰는데.. 최악이네여
렝렝,4,2018년 6월 18일,0,"차에서 음악들을 때 좋아요 듣고싶은 테마를 검색해서 예를 들어 (80년대 팝) 이렇게 말하면 알아서 틀어주니깐 선곡안해두 되고 ㅋㅋ 
근데 곡들이 자주나오는 곡만 나와서 좀 아쉽습니다. 그래도 여러기능이 좋네여"
최우형,1,2018년 6월 10일,0,"업데이트되더니 접속해보려고하는데 자꾸오류나가서 클로바앱도 안들어가지네요 저번부터 오류많더만 로그인화면 로그인하려면 흰색바탕화면 
나오는사람저말고 다른분도 리뷰남겨주셨네요 제대로 테스트해주시고 해주시길바랍니다.. 클로바 2주전에 받았는데 다른핸드폰으로 
사서해야대나보네요"
이태석,1,2018년 9월 8일,0,삼성 제품도 연결하게 해주세요. 속좁게 엘지꺼만 가능하게 만들지말고요
박기환,2,2018년 6월 18일,0,"네이버 뮤직 내 리스트를 재생하면 리스트 전체곡을 다 재생못해주더군요 몇곡까지인지모르겠지만 플레이리스트 전체 다재생할수있었으면 좋겠어요 
ㅠ"
김희연,1,2018년 6월 16일,0,"1.음악을 지니뮤직으로 연동해놨는데 네이버뮤직으로만 되었다고 해요. 어떻게 하죠? 2.디바이스 누른 후 연결하기 하면 계속 돌아가기만 
하고 안돼요. 블루투스는 연결되었는데 말이죠."
Sunwoo Kim,1,2018년 6월 18일,0,음악 꺼달라했는데 계속 끄지도않고 질문하면 음악 계속 틀고 그래서 삭제 했습니다. 음악꺼줘 라고했는데 계속 뱅뱅돌기만해요 ㅡㅡ;
이호잇,2,2018년 6월 10일,2,연결이갑자기안되요 갑자기음악이켜지질않나 ㅜㅜ재설정해도안되요연결이
르테뽀,4,2018년 6월 8일,3,뉴스좀 알려줘 라고 말하면 알림음성은 정상적으로 크게 나오나 ytn 뉴스 소리만 작게들려요..
전소희,1,2018년 6월 11일,0,아니 지금핸드폰이랑도연결왔다갔다하고 연결다해도계속오프라인이라고하고 뭡니까
Google 사용자,1,2018년 6월 16일,0,업데이트만계속하지말고 스피커연동하는거랑좀개선좀해요 말도잘인식안되고 혼자헛소리하고 매번업데이트만하고나면잘안됨
슈린,5,2018년 6월 17일,0,다 좋은데 음성인식이 잘 안 되요..못 알아 들어서 두번 세번 말해야 해서 이것 만 고치시면 좋을 것 같아요~
Kim Mun Jeong,1,2018년 6월 11일,1,업데이트이후로 계속 오프라인상태로 뜸
선우,4,2018년 6월 18일,0,노래를 반복해서재생하게할수없을까요... 부탁드립니다ㅠㅠ
옌쀼매니저,1,2018년 6월 16일,0,앱이 자꾸 중지가 되는데 무슨 문제 인가요?
Google 사용자,3,2018년 6월 13일,0,클로바 스피커를사고 네이버 뮤직 듣기권이 없으면 음악을 유튜브 같은거로 틀을수가 있나요?
kshi keum,1,2018년 6월 9일,0,클로버 고장난거 어디로 보내서 as 받나요?
