,name,ratings,date,helpful vote,comment,preprocessed_comment,pos_comment
1274,동영이,1,2017년 11월 10일,2,업데이트 이후로 스피커 와이파이 연결 안됬다고 뜸. 계속안되길래 리셋했더니 어플에서 기기를 못찾아서 초기설정조차 안됨,업데이트 이후로 스피커 와이파이 연결 안됬다고 뜸. 계속안되길래 리셋했더니 어플에서 기기를 못찾아서 초기설정조차 안됨,업데이트 이후 로 스피커 와이파이 연결 안됬다고 뜸 . 계속 안 되 길래 리셋 하 았 더니 어플에서 기기 를 못 찾 아서 초기설정 조차 안 되 ㅁ
1275,영어는절에가서,1,2017년 11월 10일,4,아이들 목소리 인식이 아예 안되네요 친구랑 같이 샀는데 그집도 안된다고 아이들이랑 놀라고 사준건데 놀지를 못하네요,아이들 목소리 인식이 아예 안되네요 친구랑 같이 샀는데 그집도 안된다고 아이들이랑 놀라고 사준건데 놀지를 못하네요,아이들 목소리 인식 이 아예 안 되 네요 친구 랑 같이 사 았 는데 그집 도 안 되 ㄴ다고 아이들 이랑 놀라 고 사준 이 건데 놀 지 를 못하 네 요
1276,saegil jang,1,2017년 11월 10일,4,"프렌즈 스피커 구매자입니다. 우선 아주 실망했어요. 앱평가를 먼저 봤으면 안샀을텐데 인터넷에 돈받고 써준 글만보고 덜컥질렀더니 후회중.. 우선 음성인식이 별로에요. 우리 애들이 목놓아 불러도 못알아들음. 아이들 목소리 톤은 샘플링 안해본듯합니다. 그리고 클로바라는 이름이 젤 인식율이 낮음. 걔중 샐리야가 잘듣는 편인데 브라운 스피커사두고 샐리라고 부르는 중. 반품할까 했지만 스피커 까서 썼으면 129,000원 내라는 당당한 약관이 있네요. 99,000원에 팔았지만... 생각보다 콘텐츠도 부족하고 파파고도 모자라긴 매한가지고 영어대화...전체 리뷰",프렌즈 스피커 구매자입니다. 우선 아주 실망했어요. 앱평가를 먼저 봤으면 안샀을텐데 인터넷에 돈받고 써준 글만보고 덜컥질렀더니 후회중.. 우선 음성인식이 별로에요. 우리 애들이 목놓아 불러도 못알아들음. 아이들 목소리 톤은 샘플링 안해본듯합니다. 그리고 클로바라는 이름이 젤 인식율이 낮음. 걔중 샐리야가 잘듣는 편인데 브라운 스피커사두고 샐리라고 부르는 중. 반품할까 했지만 스피커 까서 썼으면 129000원 내라는 당당한 약관이 있네요. 99000원에 팔았지만... 생각보다 콘텐츠도 부족하고 파파고도 모자라긴 매한가지고 영어대화...전체 리뷰,프렌즈 스피커 구매자 이 ㅂ니다 . 우선 아주 실망 하 았 어요 . 앱평가를 먼저 보 았 으면 안 사 았 을 텐 데 인터넷 에 돈 받 고 쓰 어 주 ㄴ 글만보 이 고 덜컥 지르 었 더니 후회중 . . 우선 음성인식 이 별로 에요 . 우리 애 들 이 목 놓 아 부르 어도 못 알아듣 음 . 아이들 목소리 톤 은 샘플링 안해보 ㄴ 듯 하 ㅂ니다 . 그리고 클로바 이 라는 이름 이 젤 인식 율 이 낮 음 . 걔 중 새 ㄹ 리야 가 잘 듣 는 편 이 ㄴ데 브라운 스피커사두 이 고 새 ㄹ 리 라고 부르 는 중 . 반품 하 ㄹ까 하 았 지만 스피커 까 아서 쓰 었 으면 129000 원 내 라는 당당 하 ㄴ 약관 이 있 네요 . 99000 원 에 팔 았 지만 ... 생각 보다 콘텐츠 도 부족 하 고 파파 고도 모자라 기 ㄴ 매한가지 이 고 영어대화 ... 전체 리뷰
1277,in져지,4,2017년 11월 10일,0,"브라운에서는 전화를 못거나요?? 브라운에다가 클로바,OOO에게 전화 걸어 하면 ""잠시만요, 지금 서비스 상태가 원할하지 않네요.""라고 뜨는데 오류라면 수정부탁드리고 통화기능이 안된다면 왜 안되는지 설명해주시면 감사하겠습니다.",브라운에서는 전화를 못거나요?? 브라운에다가 클로바OOO에게 전화 걸어 하면 잠시만요 지금 서비스 상태가 원할하지 않네요.라고 뜨는데 오류라면 수정부탁드리고 통화기능이 안된다면 왜 안되는지 설명해주시면 감사하겠습니다.,브라운 에서 는 전화 를 못 걸 나요 ? ? 브라운 에다가 클로바OOO 에게 전화 걷 어 하 면 잠시만요 지금 서비스 상태 가 원하 ㄹ 하지 않 네요 . 라고 뜨 는데 오류 이 라면 수정부탁드리 이 고 통화기능 이 안 되 ㄴ다면 왜 안 되 는지 설명해주시면 감사 하 겠 습니다 .
1278,이미영,3,2017년 11월 10일,2,아이 목소리로 클로바하면 못  알아듣습니다 인식되게해주세요~,아이 목소리로 클로바하면 못 알아듣습니다 인식되게해주세요,아이 목소리 로 클로바 하 면 못 알아듣 습니다 인식 되 게 하 아 주 시 어요
1279,유호상,4,2017년 11월 10일,0,지금 앱이 안되고 있네요. 언제부터 안됫는지는 모르겟고 어제 실행햇는데 안되서 업데이트 받앗는데도 안되네요,지금 앱이 안되고 있네요. 언제부터 안됫는지는 모르겟고 어제 실행햇는데 안되서 업데이트 받앗는데도 안되네요,지금 앱이 안 되 고 있 네요 . 언제 부터 안됫는지는 모르겟고 어제 실행 하 엇 는데 안 되 서 업데이트 받 앗 는데 도 안 되 네요
1280,이성복,5,2017년 11월 4일,8,뮤직 좋고 IrDA기능 좋고 번역기능도 좋습니다. IrDA티비 미디어 재생 일시정지 되감기 앞으로감기 기능추가와 영어 한국어 번역기능을 추가해주면 정말 좋겠습니다. IrDA와 영어번역 검색기능이 더 스마트해 졌으면 좋겠어요. 부족하다라기 보다는 더 유용한기능으로 나아가면 좋겠습니다. 티비제어 영어번역기능 꼭 더 유용하게 해주세요ㅎ  켈린더와 메모는 폰의 켈린더와 동시화되면 편리할거 같아요.,뮤직 좋고 IrDA기능 좋고 번역기능도 좋습니다. IrDA티비 미디어 재생 일시정지 되감기 앞으로감기 기능추가와 영어 한국어 번역기능을 추가해주면 정말 좋겠습니다. IrDA와 영어번역 검색기능이 더 스마트해 졌으면 좋겠어요. 부족하다라기 보다는 더 유용한기능으로 나아가면 좋겠습니다. 티비제어 영어번역기능 꼭 더 유용하게 해주세요ㅎ 켈린더와 메모는 폰의 켈린더와 동시화되면 편리할거 같아요.,뮤직 좋 고 IrDA기능 좋 고 번역기능 도 좋 습니다 . IrDA티비 미디어 재생 일시정지 되감기 앞으로감기 기능추가 와 영어 한국어 번역기능 을 추가 해주 이 면 정말 좋 겠 습니다 . IrDA 와 영어 번역 검색기능 이 더 스마트 하 아 지 었 으면 좋 겠 어요 . 부족 하 다고 하 라기 보 다는 더 유용한기능 으로 나아가 면 좋 겠 습니다 . 티비제어 영어번역기능 꼭 더 유용 하 게 해주세욯 켈리 ㄴ 더 와 메모 는 폰 의 켈리 ㄴ 더 와 동시 화 되 면 편리할거 같 아요 .
1281,Google 사용자,2,2017년 11월 8일,2,"전원도 늦게들어오고, 어떤 때는 거실에 티비를 틀어놓고도 잡음너머 잘 알아듣더니.어떤 때는 가수이름을 목놓아 불러도 대꾸가 없다. 클로바가 가장 많이 하는 말이 서비스 상태가 원활하지 않습니다인 요즘, 만지작 거리면 또 한참 스트레스라 그냥 안건드린다. 와이파이는 잡고 서비스 인증에서 뱅글뱅글 돌다 실패.",전원도 늦게들어오고 어떤 때는 거실에 티비를 틀어놓고도 잡음너머 잘 알아듣더니.어떤 때는 가수이름을 목놓아 불러도 대꾸가 없다. 클로바가 가장 많이 하는 말이 서비스 상태가 원활하지 않습니다인 요즘 만지작 거리면 또 한참 스트레스라 그냥 안건드린다. 와이파이는 잡고 서비스 인증에서 뱅글뱅글 돌다 실패.,전원 도 늦 게 들어오 고 어떤 때 는 거실 에 티비 를 틀 어 놓 고 도 잡음너머 잘 알아듣 더니 . 어떤 때 는 가수이름 을 목 놓 아 부르 어도 대꾸 가 없 다 . 클로바 가 가장 많이 하 는 말 이 서비스 상태 가 원활 하지 않 습니다 이 ㄴ 요즘 만지작 거리 이 면 또 한참 스트레스 이 라 그냥 안 건드리 ㄴ다 . 와이파이 는 잡 고 서비스 인증 에서 뱅글뱅글 돌 다 실패 .
1282,이민철,5,2017년 11월 2일,20,클로바.. 심각하게 버그가 있네요.. 알람이나 메모등등이 왜 늦게 확인되는지 모르겠고. 심각한 버그는 알람이 관리가 안됩니다. 예전에 7시 30분 알람을 등록했는데 목록에서 그게 안 보이는데.... 오후 7시 30분 되면 노래가 나옵니다....... 근데 삭제를 못해요... ㅠ ㅠㅠㅠㅠㅠㅠㅜ,클로바.. 심각하게 버그가 있네요.. 알람이나 메모등등이 왜 늦게 확인되는지 모르겠고. 심각한 버그는 알람이 관리가 안됩니다. 예전에 7시 30분 알람을 등록했는데 목록에서 그게 안 보이는데 오후 7시 30분 되면 노래가 나옵니다 근데 삭제를 못해요... ㅠ ㅠㅠㅠㅠㅠㅠㅜ,클로바 . . 심각 하 게 버그 가 있 네요 . . 알람 이나 메모등등 이 왜 늦 게 확인 되 는지 모르 겠 고 . 심각 하 ㄴ 버그 는 알람 이 관리 가 안 되 ㅂ니다 . 예전 에 7 시 30 분 알람 을 등록 하 았 는데 목록 에서 그 게 안 보이 는데 오후 7 시 30 분 되 면 노래 가 나오 ㅂ니다 근데 삭제 를 못하 아요 ... ㅠ ㅠㅠㅠㅠㅠㅠㅜ
1283,이윤석,1,2017년 11월 9일,1,버그가 많네요.  1. 클로바앱에서 알람등록 후 브리핑에서 보이지 않는 알람이 실제로는 존재하여 해당시간에 알람이 울립니다. 삭제를 할 수가 없어요.  2. 웨이브로 알람등록 후 클로바앱에서 삭제는 가능하나 수정이 되지 않습니다.  클로바와 웨이브의 연동 등 기타 자잘한버그가 많은데 수정부탁드립니다.,버그가 많네요. 1. 클로바앱에서 알람등록 후 브리핑에서 보이지 않는 알람이 실제로는 존재하여 해당시간에 알람이 울립니다. 삭제를 할 수가 없어요. 2. 웨이브로 알람등록 후 클로바앱에서 삭제는 가능하나 수정이 되지 않습니다. 클로바와 웨이브의 연동 등 기타 자잘한버그가 많은데 수정부탁드립니다.,버그 가 많 네요 . 1 . 클로바앱에서 알람등록 후 브리핑 에서 보이 지 않 는 알람 이 실제 로 는 존재 하 아 해당 시간 에 알람 이 울리 ㅂ니다 . 삭제 를 하 ㄹ 수 가 없 어요 . 2 . 웨이브 로 알람등록 후 클로바앱에서 삭제 는 가능 하나 수정 이 되 지 않 습니다 . 클로바 와 웨이브 의 연동 등 기타 자잘 한 버그 가 많 은데 수정부탁드립니 다 .
1284,seongmin yoon,3,2017년 11월 5일,1,호출명에 브라운 어서 넣어주세요 검색결과나 플레이중인 음악리스트랑 가사 앱에 연동안되는건 너무하네요 빠른 시정바랍니다. 목소리 남자중저음도 넣어주십시오 요즘 네비설정조차 남녀목소리 다됩니다.,호출명에 브라운 어서 넣어주세요 검색결과나 플레이중인 음악리스트랑 가사 앱에 연동안되는건 너무하네요 빠른 시정바랍니다. 목소리 남자중저음도 넣어주십시오 요즘 네비설정조차 남녀목소리 다됩니다.,호출명 에 브라운 어서 넣 어 주 시 어요 검색결과 나 플레이중 이 ㄴ 음악리스트 랑 가사 앱에 연동 안 되 는 건 너무 하네 요 빠르 ㄴ 시정 바라 ㅂ니다 . 목소리 남자중저음 도 넣 어 주 시 ㅂ시오 요즘 네비설정 조차 남녀목소리 다되 ㅂ니다 .
1285,김연수,2,2017년 11월 3일,7,"아직 상당히 부족합니다. 개선되었으면 하는 것은 클로바 내에 일정이나 메모들은 기존 네이버 캘린더와 메모와 연동되었으면 좋겠고요, 클로바 외에도 부르는 호칭이 다양했으면 좋겠습니다. 그리고 여타 다른 블루투스 스피커처럼 휴대폰에서 재생하는 음악이 바로 샐리에서 나왔으면 좋겠는데 그게 안되네요... 샐리에서 나오는 음악들의 리스트를 볼 수가 없으니 불편합니다. 샐리에서 나오는 내용을 클로바 어플에서도 볼 수 있으면 좋겠어요",아직 상당히 부족합니다. 개선되었으면 하는 것은 클로바 내에 일정이나 메모들은 기존 네이버 캘린더와 메모와 연동되었으면 좋겠고요 클로바 외에도 부르는 호칭이 다양했으면 좋겠습니다. 그리고 여타 다른 블루투스 스피커처럼 휴대폰에서 재생하는 음악이 바로 샐리에서 나왔으면 좋겠는데 그게 안되네요... 샐리에서 나오는 음악들의 리스트를 볼 수가 없으니 불편합니다. 샐리에서 나오는 내용을 클로바 어플에서도 볼 수 있으면 좋겠어요,아직 상당히 부족 하 ㅂ니다 . 개선 되 었 으면 하 는 것 은 클로바 내 에 일정 이나 메모 들 은 기존 네이버 캘린더 와 메모 와 연동 되 었 으면 좋 겠 고요 클로바 외 에 도 부르 는 호칭 이 다양 하 았 으면 좋 겠 습니다 . 그리고 여타 다른 블루투스 스피커 처럼 휴대폰 에서 재생하 는 음악 이 바로 새 ㄹ 리 에서 나오 았 으면 좋 겠 는데 그 게 안 되 네요 ... 새 ㄹ 리 에서 나오 는 음악 들 의 리스트 를 보 ㄹ 수 가 없 으니 불편 하 ㅂ니다 . 새 ㄹ 리 에서 나오 는 내용 을 클로바 어플에서 도 보 ㄹ 수 있 으면 좋 겠 어요
1286,홍승태,3,2017년 11월 4일,5,"앞으로 갈길이 먼것 같네요. Nugu에 비해 음성 인식율이 현저히 떨어지네요. 그리고 이름부터 바꿔야겠어요. 가장 큰 문제에요. 아님 여러 이름 중 고를 수 있게 하던가요. ""클로바 음악 틀어줘!""하면 ""클럽 음악을 틀어드릴께요. ""하네요. 완전 빵 터졌어요. 계속 그러니 나중에는 짜증도 나네요.",앞으로 갈길이 먼것 같네요. Nugu에 비해 음성 인식율이 현저히 떨어지네요. 그리고 이름부터 바꿔야겠어요. 가장 큰 문제에요. 아님 여러 이름 중 고를 수 있게 하던가요. 클로바 음악 틀어줘!하면 클럽 음악을 틀어드릴께요. 하네요. 완전 빵 터졌어요. 계속 그러니 나중에는 짜증도 나네요.,앞으로 가 ㄹ 길이 멀 ㄴ 것 같 네요 . Nugu 에 비하 아 음성 인식 율 이 현저히 떨어지 네요 . 그리고 이름 부터 바꾸 어야 하 겠 어요 . 가장 크 ㄴ 문제 에요 . 아니 ㅁ 여러 이름 중 고르 ㄹ 수 있 게 하 던가요 . 클로바 음악 틀 어 주 어 ! 하면 클럽 음악 을 틀 어 드리 ㄹ께요 . 하 네요 . 완전 빵 터지 었 어요 . 계속 그러니 나중 에 는 짜증 도 나 네요 .
1287,강혁,4,2017년 11월 4일,2,"베타치고는 전반적으로 마음에 듭니다. 다만 ""클로바""하고 음성 호출하면 들을 준비 되었다는 알림음이 나왔으면 좋겠네요. 화면 안보고 말로 이것 저것 시키는게 좋은데 알림음이 안나오니 음성호출이 제대로 인식 되었는지 화면을 봐야만 알 수 있어서 불편합니다.",베타치고는 전반적으로 마음에 듭니다. 다만 클로바하고 음성 호출하면 들을 준비 되었다는 알림음이 나왔으면 좋겠네요. 화면 안보고 말로 이것 저것 시키는게 좋은데 알림음이 안나오니 음성호출이 제대로 인식 되었는지 화면을 봐야만 알 수 있어서 불편합니다.,베타 치고 는 전반 적 으로 마음 에 드 ㅂ니다 . 다만 클로바 하 고 음성 호출 하 면 들 을 준비 되 었 다는 알리 ㅁ 음 이 나오 았 으면 좋 겠 네요 . 화면 안보 이 고 말로 이것 저것 시키 는 게 좋 은데 알리 ㅁ 음 이 안나오니 음성호출 이 제대로 인식 되 었 는지 화면 을 보 아야만 알 ㄹ 수 있 어서 불편 하 ㅂ니다 .
1288,최반야,3,2017년 11월 1일,6,음 아직 베타버젼이라 많이 보완해야 할 게 보이네요. 그런데 그냥 한가지 ㅋㅋㅋ 소망이 있는데 이건 여기다 이야기 해야하는 건지 모르겠지만 ㅋㅋㅋ 라인프렌즈 샐리 스피커 쓰는데 샐리 목소리 김슬기씨 버전으로 있으면 좋겠어요 잘 어울릴 듯... 어려울 거 아니까 그냥 제 욕심입니다....,음 아직 베타버젼이라 많이 보완해야 할 게 보이네요. 그런데 그냥 한가지 ㅋㅋㅋ 소망이 있는데 이건 여기다 이야기 해야하는 건지 모르겠지만 ㅋㅋㅋ 라인프렌즈 샐리 스피커 쓰는데 샐리 목소리 김슬기씨 버전으로 있으면 좋겠어요 잘 어울릴 듯... 어려울 거 아니까 그냥 제 욕심입니다,음 아직 베타버젼 이 라 많이 보완 하 아야 하 ㄹ 게 보이 네요 . 그런데 그냥 한가지 ㅋㅋㅋ 소망 이 있 는데 이건 여기 다 이야기 하 아야 하 는 걸 ㄴ지 모르 겠 지만 ㅋㅋㅋ 라인프렌즈 새 ㄹ 리 스피커 쓰 는데 새 ㄹ 리 목소리 김슬기 씨 버전 으로 있 으면 좋 겠 어요 잘 어울리 ㄹ 듯 ... 어렵 ㄹ 거 알 니까 그냥 제 욕심 이 ㅂ니다
1289,박설희,1,2017년 11월 4일,1,인터넷보고 연결 시도해보는데 진짜 브라운연결안되네요 원래집에서 소니블루투스 스피커사용하는데 ... 이건 진짜 안됩니다 한시간째 짜증나네요,인터넷보고 연결 시도해보는데 진짜 브라운연결안되네요 원래집에서 소니블루투스 스피커사용하는데 ... 이건 진짜 안됩니다 한시간째 짜증나네요,인터넷보 이 고 연결 시도 하 아 보 는데 진짜 브라운연결안되네요 원래집 에서 소니블루투스 스피커사용하는데 ... 이건 진짜 안 되 ㅂ니다 한시간째 짜증나네 요
1290,Google 사용자,1,2017년 11월 3일,1,심각하다못해최악이네요. 이런불완전한상태로 ㅡㅡ 구매자우롱하나요? 아시..ㅍ..쌍욕나오네요 9900원도아깝다진짜.. 100프로환불안해주기만해봐. 이미 신뢰를잃었음,심각하다못해최악이네요. 이런불완전한상태로 ㅡㅡ 구매자우롱하나요? 아시..ㅍ..쌍욕나오네요 9900원도아깝다진짜.. 100프로환불안해주기만해봐. 이미 신뢰를잃었음,심각 하다못해 최악 이 네요 . 이런 불완전 한 상태 로 ㅡㅡ 구매자우롱하나요 ? 아시..ㅍ..쌍욕나오네요 9900 원도 아깝 다 진짜 . . 100 프로 환불 안 해주 기만 하 아 보 아 . 이미 신뢰 를 잃 었 음
1291,SM Lim,2,2017년 11월 7일,0,저는 기계치도 아닌 편인데요. 브라운 스피커하고 연결이 너무 어려운거 아닌가요? 와이파이 인식도 굉장히 못하고.. 블루투스 신뢰할 수 있는 기기 추가도 안됩니다. 결국 두시간동안 연결도 못해보고 케이스에 다시 넣어버렸습니다. 많은 개선이 필요한 것 같습니다. 아직은 시기상조네요,저는 기계치도 아닌 편인데요. 브라운 스피커하고 연결이 너무 어려운거 아닌가요? 와이파이 인식도 굉장히 못하고.. 블루투스 신뢰할 수 있는 기기 추가도 안됩니다. 결국 두시간동안 연결도 못해보고 케이스에 다시 넣어버렸습니다. 많은 개선이 필요한 것 같습니다. 아직은 시기상조네요,저 는 기계 치도 아니 ㄴ 편 이 ㄴ데요 . 브라운 스피커 하 고 연결이 너무 어렵 ㄴ 거 아니 ㄴ가요 ? 와이파이 인식 도 굉장히 못하 이 고 . . 블루투스 신뢰 하 ㄹ 수 있 는 기기 추가 도 안 되 ㅂ니다 . 결국 두시간 동안 연결 도 못하 아 보 고 케이스 에 다시 넣 어 버리 었 습니다 . 많 은 개선 이 필요 하 ㄴ 것 같 습니다 . 아직 은 시기상조 네 요
1292,권상돈,2,2017년 11월 6일,1,아니 99000원을 주고 샀는데 블루투스 연결도 안됩니다. 혹시나 해서 집안에 다른 폰으로는 작동이 되네요 빠른 조치 바랍니다,아니 99000원을 주고 샀는데 블루투스 연결도 안됩니다. 혹시나 해서 집안에 다른 폰으로는 작동이 되네요 빠른 조치 바랍니다,아니 99000 원 을 주 고 사 았 는데 블루투스 연결 도 안 되 ㅂ니다 . 혹시 나 하 아서 집안 에 다른 폰 으로 는 작동 이 되 네요 빠르 ㄴ 조치 바라 ㅂ니다
1293,김국현,1,2017년 11월 3일,2,"도무지 사용할수가 없음... 클로바 깔고 네이버 뮤직 해서 하는데 와이파이 인증이 인됨 먹통 시용불가... 하...이런걸 왜 판매함???받자마자 쓸수있어야지 왜 받자마자 버그가 있음? 나 99,000원내고 쓰레기 산거임?",도무지 사용할수가 없음... 클로바 깔고 네이버 뮤직 해서 하는데 와이파이 인증이 인됨 먹통 시용불가... 하...이런걸 왜 판매함???받자마자 쓸수있어야지 왜 받자마자 버그가 있음? 나 99000원내고 쓰레기 산거임?,도무지 사용 하 ㄹ 수 가 없 음 ... 클로바 깔 고 네이버 뮤직 하 아서 하 는데 와이파이 인증 이 인 되 ㅁ 먹통 시 용 불가 ... 하 ... 이렇 ㄴ걸 왜 판매 하 ㅁ ? ? ? 받 자마자 쓰 ㄹ 수 있 어야지 왜 받 자마자 버그 가 있 음 ? 나 99000 원내 이 고 쓰레기 산거 이 ㅁ ?
1294,Kunhee Lee,1,2017년 11월 9일,0,밑에 분이 쓰신 것처럼 알람때문에 골치가 아프네요. 초기에 사용법 익히느라 오전 4시30분으로 알람을 세팅해놓고 바로 지웠는데 매일 아침4시30분에 자동으로 알람이 울립니다.  그래서 꺼놨습니다. 이거 버그인가요?? 빨리 수정 부탁드립니다.,밑에 분이 쓰신 것처럼 알람때문에 골치가 아프네요. 초기에 사용법 익히느라 오전 4시30분으로 알람을 세팅해놓고 바로 지웠는데 매일 아침4시30분에 자동으로 알람이 울립니다. 그래서 꺼놨습니다. 이거 버그인가요?? 빨리 수정 부탁드립니다.,밑 에 분이 쓰 시 ㄴ 것 처럼 알람 때문 에 골치 가 아프 네요 . 초기 에 사용법 익히 느라 오전 4 시 30 분 으로 알람 을 세팅 하 아 놓 고 바로 지우 었 는데 매일 아침4시30분 에 자동 으로 알람 이 울리 ㅂ니다 . 그래서 끄 어 놓 았 습니다 . 이거 버그인가요 ? ? 빨리 수정 부탁드립니 다 .
1295,Beom-Cheol Gim,1,2017년 11월 7일,0,앱에서 보면 와이파이 연결이 안 되어있다고 뜨는데 다시.연결해도 마찬가지오 연결되지 않았다고 뜨는 등 버그가 많습니다. 음성인식도 많이.부족하고 갈 길이 머네요,앱에서 보면 와이파이 연결이 안 되어있다고 뜨는데 다시.연결해도 마찬가지오 연결되지 않았다고 뜨는 등 버그가 많습니다. 음성인식도 많이.부족하고 갈 길이 머네요,앱에서 보 면 와이파이 연결이 안 되 어 있 다고 뜨 는데 다시 . 연결 하 아도 마찬가지 오 연결 되 지 않 았 다고 뜨 는 등 버그 가 많 습니다 . 음성인식 도 많이 . 부족 하 고 가 ㄹ 길이 멀 네요
1296,이한결,3,2017년 11월 2일,6,"프렌즈 스피커랑 연결하려고 하는데 설정에서 ""새로운 기기 추가"" 라는 메뉴 자체가 없네요. 앱을 키더라도 연결이 안되구요. 어떻게 연결해야하는건가요",프렌즈 스피커랑 연결하려고 하는데 설정에서 새로운 기기 추가 라는 메뉴 자체가 없네요. 앱을 키더라도 연결이 안되구요. 어떻게 연결해야하는건가요,프렌즈 스피커 랑 연결 하 려고 하 는데 설정 에서 새롭 ㄴ 기기 추가 이 라는 메뉴 자체 가 없 네요 . 앱을 키 더라도 연결이 안 되 구요 . 어떻 게 연결 하 아야 하 는 건가요
1297,SANDRA KIM,1,2017년 11월 8일,0,어이없네! 리뷰지울 시간에 잘못된것 고치고 답변이나 주시지요? 아직도 답변없는 당신...난 어쩌란 말이요. 회수 해 가시오.ㅠ ㅠ,어이없네! 리뷰지울 시간에 잘못된것 고치고 답변이나 주시지요? 아직도 답변없는 당신...난 어쩌란 말이요. 회수 해 가시오.ㅠ ㅠ,어이 없 네 ! 리뷰지울 시간 에 잘못 되 ㄴ 것 고치 고 답변 이나 주 시 지요 ? 아직 도 답변 없 는 당신 ... 나 ㄴ 어쩌 란 말 이 요 . 회수 하 아 가시오.ㅠ ㅠ
1298,Hyeran kim,1,2017년 11월 7일,0,위치 설정도 알람 설정도 안됩니다. 뭐 하는 거죠? 정말 돈이 너무 아깝네요! 절대 비추!,위치 설정도 알람 설정도 안됩니다. 뭐 하는 거죠? 정말 돈이 너무 아깝네요! 절대 비추!,위치 설정 도 알람 설정 도 안 되 ㅂ니다 . 뭐 하 는 거 죠 ? 정말 돈 이 너무 아깝 네요 ! 절대 비추 !
1299,김철환,2,2017년 11월 3일,1,"여긴 대응도 안하네....브라운 연결만 해놨는데 주기적으로 띵띵 소리가 나요 왜 이런거임? 보니까 전원을 연결시켜 놓으면 충전이 완료될때마다 나는 것 같은데, 아주 신경쓰이네요.",여긴 대응도 안하네 연결만 해놨는데 주기적으로 띵띵 소리가 나요 왜 이런거임? 보니까 전원을 연결시켜 놓으면 충전이 완료될때마다 나는 것 같은데 아주 신경쓰이네요.,여기 ㄴ 대응 도 안 하네 연결 만 하 아 놓 았 는데 주기 적 으로 띵띵 소리 가 나 요 왜 이런 거 이 ㅁ ? 보 니까 전원 을 연결 시키 어 놓 으면 충전 이 완료 되 ㄹ 때 마다 나 는 것 같 은데 아주 신경 쓰이 네요 .
1300,개나리심,3,2017년 11월 1일,5,브라운 스피커로 써봤는데 영어인식률이 떨어지는 감이 있고(본토발음에 가까우면 인식률 떨어지고 한국식 발음으로 해야 인식되는 등) 재생하고 싶은 노래제목이 노래인 경우 (예를들면 이적-노래인경우) 이적의 노래 중 한가지가 랜덤재생되는 불편함이 있네요,브라운 스피커로 써봤는데 영어인식률이 떨어지는 감이 있고 본토발음에 가까우면 인식률 떨어지고 한국식 발음으로 해야 인식되는 등 재생하고 싶은 노래제목이 노래인 경우 예를들면 이적노래인경우 이적의 노래 중 한가지가 랜덤재생되는 불편함이 있네요,브라운 스피커 로 쓰 어 보 았 는데 영어인식률 이 떨어지 는 감 이 있 고 본토발음 에 가깝 면 인식 률 떨어지 고 한국식 발음 으로 하 아야 인식 되 는 등 재생 하 고 싶 은 노래제목 이 노래 이 ㄴ 경우 예 를 들 면 이적 노래 이 ㄴ 경우 이 적 의 노래 중 한가지 가 랜덤 재생되 는 불편 하 ㅁ 이 있 네요
1301,송이17,1,2017년 11월 5일,0,이틀전에 받아서 제핸폰으로는 도저히 안되서 신랑핸폰으로 연결해서 음악듣고 했는데 갑자기 새벽에 음악이 중단된뒤로 먹통됐어요 전원도 안꺼져요~! 신경쓰이고 괜히 산거같아서 후회됩니다~!!!환불하고 싶은마음 굴뚝같지만 한번더 믿어볼려구요~ 교환해주세요~~!!!!!!,이틀전에 받아서 제핸폰으로는 도저히 안되서 신랑핸폰으로 연결해서 음악듣고 했는데 갑자기 새벽에 음악이 중단된뒤로 먹통됐어요 전원도 안꺼져요 ! 신경쓰이고 괜히 산거같아서 후회됩니다 !!!환불하고 싶은마음 굴뚝같지만 한번더 믿어볼려구요 교환해주세요 !!!!!!,이틀전 에 받 아서 제하 안 폰 으로 는 도저히 안 되 서 신랑 하 안 폰 으로 연결 하 아서 음악 듣 고 하 았 는데 갑자기 새벽 에 음악 이 중단 되 ㄴ 뒤 로 먹통 되 었 어요 전원 도 안 꺼지 어요 ! 신경 쓰이 고 괜히 산거 같 아서 후회 되 ㅂ니다 !!! 환불 하 고 싶 은 마음 굴뚝 같 지만 한번더 믿 어 보 ㄹ려구 요 교환 해 주세 요 !!! !!!
1302,Jeong Yongwoon,1,2017년 11월 4일,3,아니 내폰으론 브라운 추가도 안되고 다른기기로 했더니 계속 인증실패하다가 지금은 몇십분째 인증중이란다 무슨 미국입국자격 인증하냐 클로바앱이 베타지 돈주고 산 스피커도 베타임?,아니 내폰으론 브라운 추가도 안되고 다른기기로 했더니 계속 인증실패하다가 지금은 몇십분째 인증중이란다 무슨 미국입국자격 인증하냐 클로바앱이 베타지 돈주고 산 스피커도 베타임?,아니 내폰으론 브라운 추가 도 안 되 고 다른 기기 로 하 았 더니 계속 인증실패하다 가 지금 은 몇십분째 인증중이란 다 무슨 미국입국자격 인증 하 냐 클로바앱이 베타지 돈주 이 고 살 ㄴ 스피커 도 베타임 ?
