name,ratings,date,helpful vote,comment
이민아,1,2018년 9월 15일,0,핸드폰찾기가안돼요. 왜죠? 고객센터에서 신호를 다시 보내 준다고 했는데도 그 기능만 안되네요.
Sera Lee,1,2018년 9월 17일,2,엄청나게 좋아지니마니 업뎃되니 자꾸만 네트워크 지연현상이라며 노래는 한곡듣고 꺼지고 한곡듣고 꺼지고 다음곡 넘겨도 지금곡이 계속나오고 ㅡㅡ 티럴거면 업뎃을 왜 한거죠
신미영,2,2018년 9월 14일,1,음악재생시 볼륨조절 버튼이 없으니 너무 불편합니다. 볼륨조절 가능하게 해주세요
Google 사용자,5,2018년 12월 10일,0,너무좋아요
bcdefg a,5,2018년 10월 5일,0,어플에 마이크기능이있었는데 업뎃후 못찾겠습니다. 텍스트입력말고 음성명령(어플 마이크 누르고하는것) 어디 있나요???
Google 사용자,4,2018년 9월 13일,1,텍스트명령 사라졌나요? 어디에서 찾는지 모르겠네요;;
이근영,2,2018년 9월 29일,0,업데이트되기 전에도 그러긴 했는데 폰이랑 연결끊기고 심지어 업데이트 후에는 노래가 끊기고 말해도 계속 못듣고 대답도 없고 혼자 갑자기 노래 꺼버리고 해요.
임익수,1,2019년 3월 9일,0,BTV와 연결하려는데 비활성화 상태에서 현재 선택된 디바이스에서 사용할 수 없는 서비스입니다라는 메시지만 나오네요
최은비,2,2018년 11월 21일,0,누구캔들 사용중인데 인터넷문제가 없고 폰 연동이 되있는데도 자꾸 누구서비스가 원활하지않다고 작동이 안될때가 많아요
양은례,4,2018년 11월 5일,0,와이파이 연결이 안됐었는데 고객센터에도 전화 했었는데 결론은 와이파이를 안잠궈서 그런거였음 비번 설정해놓으니 바로 연결 되네요! 참고하세요
Yeongjae Kim,3,2018년 9월 19일,1,노트4 사용자인데요 멜론연결하고 로그인도 했는데 1분 미리듣기만 되고 있어요 멜론 스트리밍 사용하고 있고요
롄하,4,2018년 12월 28일,0,편하고좋네요
박효상,4,2018년 11월 3일,1,다 좋습니다. 근데 블루투스 모드했을때 핸폰이랑은 되는데 lg tv는 왜 블루투스가 연결이 안되는지 해결책 알려주세요. 영화볼때 블루투스 모드로 가능하길 바랍니다.
Kim Youngjin,5,2018년 10월 18일,10,누구 캔들 너무너무 좋습니다. 수유등과 동요재생. 아기 키우는데 최고입니다
임수용,3,2019년 3월 27일,0,편리해요
방용복,5,2018년 12월 4일,0,좋아요.ㅎ
김성희,1,2018년 9월 13일,0,안드로이드4.4이상이면 폰찾기 기능된다면서 7.0 인데 폰찾기기능개선중이라고합니다 왜그렇죠? 개선된다면 언제입니까?
헬로야옹이,1,2018년 11월 3일,0,알람소리 조절못하고 소리진짜크네요 앱에서 소리조절있었늘데 그것도없어지고 아에 전원선뽑아버림 누구잘썼는데 업데이트가 산으로갑니다 최악임 이제 네이버 웨이브나써야겠음
Google 사용자,5,2019년 1월 30일,0,엄청 좋아요👍
Joon Soo Park,5,2018년 10월 14일,1,와!! 정말 최고의 인공지능!! SK따봉!!!!!!!!!!
Hyunsoo Kim,1,2018년 10월 23일,1,업데이트 할때마다 재연결..?이런 식이면 업데이트 안할듯
이다경,3,2019년 4월 4일,0,업데이트안되서 지웠다가다시설치하려는데 설치도안되요ㅜ 다운로드 대기중만 계속..
김현준,1,2019년 3월 27일,0,이벤트때매 가입했는데 마이크가 잘 인식이 안되서 참여도 안되네요. 하.. 시간만 날렸네여
시인음유,1,2018년 11월 23일,1,잘쓰고있다가 갑자기 와이파이연결이 안되네요??? 전원도 껏다 켜도 안되네요:;;;
j강지,3,2018년 10월 11일,0,앱 내 멜론이나 뮤직메이트에서 노래 검색이 안되나요? 음성 검색 외에 어플 내 검색이 있으면 편할 것 같은데
최진욱,5,2018년 9월 25일,3,아리랑놀고싶은데 안타까워 아이디해야돼 짜증날정도로 분해 그렇니까. 부절한광고로했어 신고쫌신고
김동현,3,2018년 10월 19일,8,모닝콜 설정할 때 볼륨도 같이 설정하도록 수정해 주세요 모닝콜 볼륨이 너무 커요
김희경,5,2019년 2월 17일,0,좋은거같아요~ 아리아 일상의 친구가 된거같아요~~♡^^
Google 사용자,3,2018년 9월 15일,0,업데이트후 와이파이도 못잡고.. 너무 하네요. 조치 방법도 올려 주세요.
Google 사용자,2,2018년 12월 11일,0,가입을 하려해도 비밀번호가 설정이 안됩니다 수십개를 넣어봐도 사용할수 없다고만 할뿐 가입이 안됩니다
김태우,5,2018년 11월 14일,1,정말 편리하게 쓰고 있습니다. 감사합니다
오준영,4,2018년 10월 12일,0,다 좋았는데 사전이 한영사전밖에 없다는게 너무 아쉬워요 제가 일본어 공부중인데 일본어 사전도 생겼으면 좋겠습니다
하정호,1,2019년 4월 10일,0,누구를 기다립니다 히는데 무슨뜻인지 모르겠습니다
김성진,5,2018년 11월 14일,2,실용성있게 너무편하게 잘사용하고있습니다
김형식,2,2018년 10월 28일,0,90년대발라드 들려다라고 하니간 왜자꾸 최신 발라드만 들려조요 글고 내가 듣고싶은 노래만 따로 저장할수없나요
양창주,3,2018년 10월 15일,0,왜 노래틀려고하면 최신버전으로 업데이트하라고 하고 노래가 안틀어지죠....??
ms k,1,2018년 9월 19일,12,하라는대로 다 해봤지만 연결이 안됩니다
천영민,5,2018년 10월 7일,0,넘 좋아요! 더 다양한 상황에 동작돌 수 있으면 좋겠어요!
박경우,4,2018년 10월 10일,0,티맵에서 아리아 불러서 멜론을 실행하면 음악 나오는 중에는 왜 아리아가 안 불러 지나요?
bs k,5,2018년 10월 18일,5,인식 잘못해서 음악재생될때 빼고는 아주 좋습니다.
Google 사용자,3,2018년 11월 2일,1,알람설정할때 요일설정을 체크할수있게 해주세요
Google 사용자,3,2018년 9월 17일,0,누구 캔들 업데이트 후 무드등을 꺼도 불이 계속들어오네요.. 어떻게 끄나요
그앙09,1,2018년 11월 23일,2,안내가 왤케 허접한지 음성인식 어케하라는건지
김하준,5,2018년 10월 9일,0,알람노래 멜론에서만 고를 수 있게하지말고 뮤직네이트에서 도 고를 수 있게 해주세요
발라뚜루띠아,1,2018년 9월 13일,0,날씨 위치도 이상하고 뭔가 전보다 좋아지기는커녕 더 안좋아진듯
Google 사용자,3,2019년 2월 27일,0,잘쓰는데 누구 목소리가 쓸데없이커요 목소리 개별조정이 됐으면 좋겠어요
Han Gu Kim,5,2018년 9월 13일,0,업데이트 된 앱 깔끔하게 정리가 잘 된 듯. ㅎㅎ
Chale Gang,2,2018년 10월 23일,0,멜론재생리스트좀 만들어주세요 다음 곡 시키면넘어가면서 재생목록표시는왜없나요
최준혁,5,2018년 10월 19일,0,너무 좋은데 연결이 안되네요 와이파이 비밀번호도 똑같이 입력했는데 무슨일인가요?
Incheol Choi,1,2018년 11월 12일,0,말귀 못알아듣고 라디오도 잘 안되고 내가 왜 이걸 10만원이나 주고 샀을까...
Google 사용자,1,2018년 11월 9일,0,블루투스가 켜져있어도 디바이스 연결이 안된다네요 뭐죠?
Google 사용자,4,2018년 11월 2일,0,계속 다듬어서 좋은 기능 만들어주세요 아리아와 함께하는 즐거움이요~^^
길용현,1,2018년 10월 26일,0,티아이디 로그인이 안되요 일시적인문제인건가요 해결좀해주세요 못쓰고있어요ㅜ
유미애,2,2018년 11월 9일,0,라디오서비스와의 연결이 원활하지않다며 자주 끊기네요
Google 사용자,1,2018년 9월 19일,0,최악이네요 와이파이는 빵빵한데 연결이안되고 한번 뒤로가기누르면 아이디를 다시치라하고 머하자는건지
ᅳ타이너,5,2018년 11월 5일,0,제가 비티비랑연결을하려는데 자꾸안되고 인증번호를 계속다시확인해보라네여
원천동,4,2018년 11월 3일,1,운전전중 유용한 기능들이 있어좋아요~
이지호,4,2018년 9월 28일,0,뮤직메이트에서 음악 검색 기능이 왜 없는 거예요?
Jungsu Byun,2,2018년 9월 14일,1,"텍스트 명령 , 음성 명령 기능 되살려주세요"
Google 사용자,4,2018년 10월 23일,1,라디오 채널중에 kbs라디오가 없어서 불편하네요
운유,3,2018년 10월 29일,0,그럼 갤럭시노트3 로 누구캔들 하고 연결 할수 있나요?
서연지,1,2018년 11월 3일,0,어제 비티비누구 설치했는데 연동은 안되고 셋탑박스 안끄면 계속 연동안됐다고 울리고 주말이라 누구 서비스 안되는 셋탑박스로 바꿀수도 없고 너무 스트레스받음 ㅡㅡ
김경미,1,2018년 11월 29일,0,연결 장애가 많이 발생하여 시간 소모가 많음
KK Kim,3,2018년 9월 14일,2,물건이 불량이었네 다시 교환후 잘 사용 다만 국어 음성 공부가 많이 필요
김대진,5,2018년 11월 14일,2,사용하기 편리하고 좋네요~^^
빛은,3,2019년 2월 9일,0,위젯기능 추가해주세요 그리고 음성 인식이 잘 안되요 크게 말해야 되네요
Google 사용자,4,2018년 12월 5일,0,아리아하고 서로가 장난질문좀 안했으면 좋겠어요 피곤하겠어요 아리아가
문성수,5,2018년 9월 15일,0,좋은앱 편리하게 잘 이용하고 있어요~^^
천억부자,4,2018년 10월 24일,1,좋은데....베스트를 위해서 노럭해주세요.
Younghee Ji,1,2018년 9월 29일,0,갑자기 호출어 인식이 안됨.. 앱 업데이트 작동 안함..
v물총tv t,3,2018년 11월 1일,0,이거 설치를 해도 t뭐시기를 모르면 안돼는거 같아요......
Google 사용자,3,2018년 11월 30일,1,활용도를 공부해야겠어요
최정우,3,2018년 11월 11일,1,누구앱과 디바이스연결이 안돼요
송지성,1,2018년 11월 4일,1,아니 대체 와이파이 연결이 않되냐고.. 디바이스 새로 등록해도 와이파이를 못잡네 그냥 블루투스구만
최상용,4,2018년 9월 28일,0,주변소음에 민감해서 작동이 원할 하진 않네요
sungmi Lee,5,2018년 9월 14일,0,최고의 앱입니다. 너무 잘쓰고있어요
Google 사용자,4,2018년 12월 12일,0,다좋은데as는 어떻게 하죠?
장태영,5,2018년 9월 27일,3,편리하게 잘 쓰고있네요^^
Song Hee Yang,4,2018년 11월 29일,1,생각보다 편리해 요즘 재미나요
오세장,5,2019년 3월 18일,0,너무 친절하고 정말 너무 좋았어요
김동진,5,2018년 10월 25일,0,별생각없이 해봤는데 정말 편하고 유용하네요
안수빈,4,2018년 10월 30일,1,NUGU:누구세요? 그래서누구
Google 사용자,1,2018년 11월 7일,1,아이디를 못찾겠네요..
성시민,1,2018년 10월 18일,0,아리는 왜 라디오기능이없나요?
이혜진,1,2018년 11월 6일,0,맨날못알아들어먹고 이상한음악만 분미리듣기ㅣ로틀어줌 할주아는게업ㅈ다
Dongyoun Kim,1,2018년 10월 7일,0,아...멜론 목록저장두안되구...슬립기능도없구
최예진,1,2018년 9월 23일,1,갑자기오류나서 안돼요.ㅜㅜ
우진tv,4,2018년 10월 12일,0,누구앱에서 mini 폰처럼 쓸수있게해주세요.
황인우,1,2019년 2월 18일,0,flo해지하는건숨겨놨어..해지쉽게하지못하게
강태욱,4,2018년 10월 4일,0,저는엘지유 통신을 사용중인데 가입이 안되네요?
Google 사용자,5,2018년 11월 5일,1,편리해서 좋습니다.
강대영,1,2018년 11월 2일,2,업그레이드되고나서 사용법이너무어려워졌음...쓰레기됐다
Google 사용자,5,2018년 12월 7일,0,안전운전에 많은도움이 됩니다ᆞ
구윤영,4,2018년 11월 14일,3,너무 편하고 좋아요
Google 사용자,5,2018년 10월 15일,0,참 편리해서 사용하기 좋습니다
미키,1,2018년 9월 22일,0,장애가있다면서 2주동안 않켜짐 그것좀 고쳐주삼
황현숙,5,2019년 4월 8일,0,이 가격에 멋진경험 이에요
김인권,5,2018년 10월 19일,1,좋은앱 감사 드립니다
승민,5,2018년 10월 31일,0,빅스비보다 쓸만함 훠어어어어어ㅓ어어어어어어ㅓ어얼씬
Taehoon Kim,1,2018년 12월 24일,0,와이파이 연결 시도만 하루종일 해봐도 안됨
morison harry,3,2018년 9월 19일,4,안드로이드 8.0 느리게 반응
장우석,5,2019년 3월 14일,0,지니뮤직도 추가해주세요 ㅜ
하지훈,1,2018년 9월 14일,2,업데이트하고나서 더 불편하고 UI자체가 보기힘듬
박일성,5,2018년 10월 18일,0,굿이라고 하면 다표현될까?
이성원,5,2018년 11월 30일,0,고맙고 감사합니다
Google 사용자,5,2018년 11월 12일,2,생활이 편리해졌어요
Google 사용자,5,2018년 9월 29일,0,좋은 앱 사용이 편리해요
전상헌,5,2018년 10월 23일,0,최고의 친구가 되었어요
김미영,5,2018년 11월 14일,1,쓰기 편하고 좋아요
나기환,5,2018년 11월 30일,0,좋아요 정말좋아요
안토니바른데쓰,1,2018년 10월 7일,0,블루투스엔 잡히는데 연결이 안됨
신지율,1,2019년 4월 9일,0,업뎃하고 연결이 안됨
이상민,1,2019년 4월 2일,0,티맵 누구 왜 먹통인가요?
Google 사용자,5,2018년 12월 18일,0,진짜 너무 좋아요!!
전은주,5,2018년 10월 5일,0,많은정보알려주세요😄
강민구,5,2018년 10월 3일,0,ㄹ주 만족스럽습니다 추천해요
송미연,5,2018년 11월 14일,3,잘쓰고 있어요
박상남,3,2018년 11월 10일,0,아직은 상용화되기는일른것 같아요
태지파파,1,2018년 11월 21일,1,업데이트후 디바이스연결이 개똥이네요
Google 사용자,5,2018년 9월 23일,0,와이파이 가 필요해요?💕
변재훈,5,2018년 9월 21일,0,사용하기 편하네요
유태영,2,2018년 9월 14일,0,질문에 무응답이 많음
gun gu kang,1,2019년 1월 28일,0,앱충돌 장난이 아니다
정구원,5,2018년 10월 8일,0,최고야 정말최고야!
남신보순,5,2018년 12월 13일,0,너무 좋아요~~~
심슨최,1,2019년 1월 28일,0,말을 못알아들어ㅎ
맬트 TV,5,2018년 9월 14일,0,오~ 11번가 배송조회 되네요
이항원,5,2018년 10월 31일,0,설명을쉽게했음좋겠어요
박주원Qrzs,4,2018년 9월 22일,1,S6엣지 음성명령 불가
박준식,5,2019년 4월 9일,0,아주좋아요 ^^
정정재훈,4,2018년 12월 7일,0,생활의 활력소
김동건,4,2018년 12월 10일,0,잘쓰고있어요
임희원,5,2018년 12월 1일,0,너무 좋아요
Google 사용자,5,2019년 3월 4일,0,92ㅡ378번지
샘앤,5,2018년 12월 1일,0,잘 쓰고 있어요.
이주형,5,2018년 10월 7일,0,잘 사용하고 있음
김현수,5,2018년 11월 19일,0,최고의 비서.
황유연,5,2018년 10월 6일,0,너무너무 좋아요
미나주,5,2019년 4월 5일,0,매우 좋아요
김경미,5,2019년 4월 10일,0,편해서 좋아요
권혁상,5,2018년 11월 30일,0,잘말해야함ㅎㅎ
이병모,5,2019년 3월 3일,0,정말 조아요
Yunkyung KIM,5,2018년 10월 18일,0,세상 편한 서비스!
Google 사용자,5,2018년 10월 6일,0,너무 좋아요
Google 사용자,5,2018년 11월 14일,0,넘 좋아요~
Google 사용자,5,2018년 10월 23일,0,좋아요좋아요
Google 사용자,5,2018년 10월 14일,0,짱 편리해요!
배경호,5,2018년 10월 24일,0,너무 좋아요.
김미옥,5,2018년 10월 27일,1,좋아요 친구
박용수,5,2018년 11월 18일,0,굿~좋아요^^
brincle data center,5,2019년 4월 9일,0,서비스 쌉좋음
강민규,5,2018년 11월 24일,0,편리해요
Steve Park,5,2019년 4월 7일,0,누구콜 짱
전종선,5,2018년 9월 26일,0,매우 좋아요
Google 사용자,5,2018년 11월 29일,0,이거 레알 좋음ㅎ
이수영,1,2018년 11월 8일,0,대기중입니다
Google 사용자,5,2018년 9월 29일,0,넘나 편해여!
국윤수,4,2018년 9월 13일,0,그냥 괜찮네요
한동희,5,2018년 10월 28일,0,좋아요좋아요좋아요
Google 사용자,5,2019년 4월 27일,0,UHDTV연결버튼은 어디갔나요?
kyung Shin bae,5,2019년 4월 26일,0,좋아
Donjeong Kim,3,2019년 5월 1일,0,나름^^
심진호,5,2019년 4월 23일,1,목소리가 안좋아서인지 인식률 매우 불량했는데 좋아지고 있네요. 잘 이용하겠습니다.
양경옥,3,2019년 4월 12일,0,쿠폰등록도 하고 주소 입력까지 했습니다 누구비비큐들어가면 아리아 비비큐주문해줘 하면 인식이 안됩니다 어떻게 해야되나요
민겸,5,2019년 4월 6일,0,개편함
박경현,5,2019년 4월 6일,0,편해요
박희재,5,2019년 4월 11일,0,괜찮음
선현규,5,2019년 4월 8일,0,굳
TY H,5,2019년 4월 7일,0,좋아요.
김우섭,5,2019년 4월 5일,0,굿
이정무,5,2019년 4월 7일,0,좋아요
이루다,5,2019년 4월 11일,0,좋아요
최용석,4,2019년 4월 22일,0,좋아요
윤석주,5,2019년 4월 7일,0,♡♡♡
김호곤,5,2019년 4월 5일,0,굳!!!!
김은혜,5,2019년 4월 7일,0,편합니다
박현정,5,2019년 4월 5일,0,좋아요
강정란,5,2019년 4월 7일,0,굿
sejel gui,5,2019년 4월 7일,0,조아요
Yoo꼼지,5,2019년 4월 5일,0,좋아요.....
안미현,3,2019년 4월 5일,0,친구가 되어 가는 기분
이혜진,3,2019년 4월 4일,0,비추
김재룡,4,2019년 4월 7일,0,아리야~~~
moha Seo,5,2019년 4월 4일,0,괜찮은듯?
caca tonk,5,2019년 4월 4일,0,굿굿굿
홍가피,5,2019년 4월 5일,0,좋아요
문섭배,5,2019년 4월 4일,0,좋음
ayoung Jo,3,2019년 4월 5일,0,좋음
kim Sung Hyul,5,2019년 4월 4일,0,좋아요
JinOk Kim,5,2019년 4월 5일,0,굿
#양이와다육이#고선숙,4,2019년 4월 5일,0,좋아요
Google 사용자,3,2019년 2월 2일,5,btv잘쓰고잇는데요... ㅠㅠㅠ 왜!!!! btv×누구 는... 라디오지원이안되나요?? mbc라디오 듣고싶어요 ㅜㅜ 진짜로요... 너무 아쉬워요 이게!!!! ㅠㅠㅠㅠㅠㅠ
Kunyong Pyon,5,2019년 2월 14일,1,비티비와 연결중... 이상태로 며칠째 유지되고 있어요. ㅠㅠ
박찬종,3,2019년 1월 30일,2,TID일시적인장애로안된다는데요
김도영,3,2019년 3월 8일,0,사용법 모름
점퍼,5,2019년 1월 24일,9,good
강필준,5,2019년 3월 10일,0,이뻐졌네요
김득환,5,2019년 4월 3일,0,매우 만족
Google 사용자,5,2019년 2월 9일,0,기대됩니다~~
박성현,5,2019년 2월 5일,0,good
김상범,5,2019년 2월 19일,0,와우
신영현,5,2019년 4월 5일,0,good
최영준,4,2019년 4월 4일,0,조으다
책읽는남자Son of God,5,2019년 4월 11일,0,멋짐
시라소니,5,2019년 2월 8일,0,똑똑한 아리아.
신동혁,5,2019년 4월 5일,0,좋아요!
성은욱,5,2019년 4월 4일,0,좋아요!!
kim paul,5,2019년 4월 4일,0,만족합니다.
양근영,5,2019년 4월 4일,0,굿!!
전 성하,5,2019년 2월 27일,0,편리하다
스포츠스태킹 보드진 쌤,5,2019년 3월 28일,0,아리아 좋음
코카,5,2019년 3월 29일,0,너무 좋습니다
최병극,4,2019년 2월 13일,0,굳
전전석배,5,2019년 2월 19일,0,.고마워요
이승범,5,2019년 1월 28일,0,좋아요
Google 사용자,5,2019년 2월 28일,0,최고
정재형,3,2019년 2월 24일,0,굿
Google 사용자,5,2019년 4월 1일,0,좋아요
김종영,5,2019년 4월 5일,0,좋아요
꼬치양,5,2019년 4월 5일,0,굿
정소리,5,2019년 4월 4일,0,좋아요
이은주,5,2019년 4월 4일,0,좋아요
멋진인생,5,2019년 4월 4일,0,좋아요
유환휘,4,2019년 4월 7일,0,좋아요
손종수,5,2019년 4월 9일,0,좋아요
Oonhan Bae,5,2019년 5월 1일,0,좋아요
연경화,5,2019년 5월 11일,0,굿
박은지,2,2019년 1월 5일,27,아니 MBC표준FM 잘 듣고있었는데 최근 안들었다가 다시 들을려고하니 채녈이 없어졌네요? 더 늘어나지는 못할망정 있던걸 왜 없애야했나요? 빨리 다시 듣게해주세요!!
송학준,2,2018년 12월 7일,16,"이전 버전은 핸드폰으로도 볼륨 조작도 되고, 음악 검색도 됐었는데.. 왜 없앤거죠? 많이 불편하네요. 디그레이드를 시켜놨군요.."
JunHyeong Jin,2,2018년 12월 17일,12,원통형 스피커 누구 사용중입니다. 반응 알림음 바뀐것 까지는 좋은데 말씀드렸다시피 초기화를 했음에도 불구하고 디바이스가 음성인식도 않하고 말도 않하네요. 가까이 가야지 반응할까 말까 하구요. 예전에 as를 한번 받은적이 있습니다. 휴~~~ 디바이스 업데이트가 필요해 보여요.
Google 사용자,3,2018년 11월 30일,21,mbn뉴스 읽어주기요ㅋ 예전에는 mbn틀어줘 하면 알아먹었는데 이제는 mbn 뉴스만 냅다 읽어요 채널번호 말하기 로 하고 있는데 이게 한계점인가 싶음ㅎ
남희진,1,2019년 1월 3일,0,짜증나요.
줄거리,5,2019년 1월 11일,1,아리아 힘내
Google 사용자,5,2018년 11월 29일,1,대단해요
김영희,3,2019년 1월 9일,1,별로
최성원,5,2018년 12월 11일,0,오키
노진석,5,2019년 1월 31일,0,good
빠빠빠,5,2018년 12월 10일,0,좋아요!
권태욱,5,2019년 3월 12일,0,좋아요!
김홍철,5,2018년 11월 28일,1,최고 최고 👍
Google 사용자,5,2018년 11월 30일,0,완전좋음
Google 사용자,4,2018년 11월 30일,0,걍좋아요
이관호,5,2018년 11월 29일,0,최고임
이준수,5,2019년 3월 27일,0,굿그맨
Hanul Jo,3,2019년 2월 13일,0,계륵
조미진,5,2019년 2월 2일,0,좋아
Hyunkyu Oh,5,2019년 2월 4일,0,좋아요
인준호,5,2019년 1월 24일,0,좋아요
Google 사용자,5,2018년 11월 30일,0,좋아요
우창용,5,2019년 2월 6일,0,좋아요
Google 사용자,5,2018년 12월 16일,0,좋아요
진혁김,5,2019년 1월 27일,0,좋음
Andy Lee,3,2018년 10월 31일,19,한가지 아쉬운점은 배터리잔량 음성지원이 아쉽습니다 예를 들어서 주인님 배곱아요 배터리가 10프로 남았습니다 이런식으로 알려 주면 좋겠습니다 배터리5프로 남았을때 알려줘 뭐 이런기능요 어디에 물어봐야하는지 몰라서요 블루투스 연결해서 들을때 음성으로 다음곡 재생되었었는데 갑자기 안됩니다 저만 그런가요?ㅠㅠ
김건우,5,2018년 10월 27일,2,이번업데이트 이후 알람을 해제하고 앱상에세도 꺼져있는데도 알람이 울리는데 확인해주시면 감사드립니다
김정섭,4,2018년 11월 28일,0,이제막시작중
김현길,5,2019년 2월 10일,0,좋와요.
Google 사용자,5,2018년 11월 3일,1,Gooo2
Google 사용자,5,2018년 10월 19일,1,최고에요
Google 사용자,4,2018년 11월 20일,1,감사합니다
최민성,5,2019년 1월 3일,0,짱
Google 사용자,5,2018년 12월 2일,0,good
티라노스,5,2018년 12월 10일,0,굿샷
Google 사용자,5,2018년 12월 7일,0,굿보이
안준석,5,2018년 11월 28일,1,굿
김진환,5,2018년 10월 24일,1,좋아요
Google 사용자,5,2018년 10월 25일,1,좋아요
김영훈,5,2018년 12월 21일,0,쵝오
최성운,5,2018년 11월 30일,0,좋아요
안현빈,5,2018년 10월 12일,0,음악들을때 콘서트음향도 추가해주실수있나요? 누구로 콘서트에 온거같은 기분을 느끼고싶네요
Google 사용자,5,2018년 10월 23일,0,감사드립시다
Google 사용자,4,2018년 11월 9일,0,nice !
최은진,5,2018년 10월 19일,0,이음(오백원)
Google 사용자,5,2018년 10월 3일,1,와우
문성준,1,2018년 9월 30일,1,부액
슬로우라이프,5,2018년 11월 29일,0,Good
사마법,5,2018년 9월 27일,0,아주 좋습니다.
Google 사용자,5,2018년 9월 27일,0,좋아요!
맹원중,4,2018년 10월 7일,0,감사합니다
김정화,5,2018년 10월 1일,0,최고입니다
김도균,5,2018년 9월 19일,2,좋아요
제이슨,5,2018년 10월 22일,0,좋네요
Google 사용자,5,2018년 10월 9일,0,좋네요
최면욱,5,2018년 10월 24일,0,좋음
Google 사용자,5,2018년 10월 7일,0,좋아요
Wondong Kim,5,2018년 10월 27일,0,좋아요
박지선,1,2018년 9월 13일,5,앱에서 음성명령기능을 왜 삭제시켰는지... 굉장히 유용하게 써먹었는데 말입니다! 복층원룸에서 사용중이고.. 누구는 말귀가 겁나 어둡고.. 음악켜두면 음악소리에 묻혀 내말은 겁나 씹어대고.. 화장실 변기위에 앉아서 혹은 복층에 누워서 소리를 고래고래 질러서 명령을 해야할 판국입니다. 아니면 귀찮게 타자를 일일이 쳐야하는데.. 유용한 기능을 삭제시킨 이유가 이해가 안가네요~ 참고로 보통 누구에게 명령을 내릴땐 누구본체에 얼굴을 파묻고 말합니다. 그래야 알아듣거든요. 직장과 집에서 모두 그렇게 사용중이구요. 우아하게 휴대폰에 속삭이는게 ...전체 리뷰
Kim Snail Shell,1,2018년 9월 13일,0,다회선가입자는 누구와 btv 연동이 되나요?
홍기현,5,2018년 12월 9일,0,Good
김선희,2,2019년 3월 22일,0,좋아요.
Google 사용자,5,2018년 9월 15일,0,좋아요
Jiman Park,5,2018년 10월 24일,0,굿
강대성,4,2018년 9월 14일,0,좋아요
Google 사용자,4,2018년 9월 19일,0,좋아요
Google 사용자,5,2018년 10월 23일,0,좋아요
rapido,5,2018년 9월 1일,13,"음악 지원에 소리바다도 추가 해 주세요ㅠㅠ... 멜론이나 뮤직메이트는 또 이용권을 끊어야 해서 돈이 배로 드는 경우가 생깁니다. 번거로우시겠지만, 부탁드립니다."
전형근,3,2018년 8월 11일,25,"일회용 인증번호 OTP 화면에서 먹통이라 진행이 안되네요. T맵 연동인데 처음 사용자로 하니 이러네요 다른 폰은 T맵 기존 사용자로 
하니 바로 사용 가능 하군요. 해결 방법 좀 알려주세요."
HeeJun Lim,1,2018년 9월 4일,7,NUGU사용자인데요 연결하려고 켤때 연녹색불이 들어오지를 않아서 누구앱에 설명되어있는대로 음소거버튼을 길게 눌러서 연녹색불을켰습니다. 그리고나서 휴대폰에서 와이파이 연결을하고 장치검색을하는데 자꾸 연결가능한 디바이스를 찾지못했다고뜹니다. 앱을 지우고 깔았는데도 자꾸이게 반복됩니다. 대체 뭐가문제죠??
용이형,1,2018년 9월 6일,9,누구디바이스를(NU100) 사용중입니다. 며칠간 음소거 해두고 관심을 꺼놨는데. 누구디바이스가 가끔 명령어를 이야기 하지도 않았는데 혼자서 음악(뮤직메이트)이 랜덤으로 플레이가 됩니다. (방금도 라디오가 나오다가 혼자서 음악랜덤재생됨) 버그인가요? 레베카. 음악틀어줘. 라고 명령어를 이야기 하지 않아도 작동을 하는게 정상인가요? 누구디바이스로는 MBC표준FM만 듣습니다. 혼자서 멋대로 랜덤으로 음악재생이 되는 바람에 뮤직메이트 300회 이용권을 5일만에 다 소진해서 황당합니다.
정숙정,2,2018년 8월 11일,6,"멜론 다음곡 누르면 왜 자꾸 멈춰서 재생이 안되나요ㅡㅡㅋ 켤때마다 똑같은 노래부터 시작하는것도 짜증인데 다음곡 누르면 멈춰서 또 다시 
시작하거나 한동안 계속안됨"
박도현,5,2018년 9월 5일,0,다 좋은데... 너무 선택권이 적어요 ㅠㅠ 지니도 연동이 되게 할순 없나요 ㅠㅠ
남윤정석,2,2018년 9월 11일,0,로그인 아이디 만들라고 가입아이디 누룬후 비번만드는 첫번째란에 영문.특문.숫자 아무거나써도 불가라도 뜨는데 어떻게 가입하라는지 열받네요
전의민,1,2018년 8월 1일,5,아리 사용중인데 어느순간부터 노래를 달 트는데 B Tv를 틀어주지 않네요... 반응은 하는데 반응 후 아무런 일이 일어나지 않습니다
김민기,5,2018년 8월 13일,4,알람에 노래선택에 뮤직메이트도 추가해주셨으면 합니다. 곧 추가할거는 알지만 혹시몰라서 피드백 남깁니다
정진영,5,2018년 9월 5일,1,잘 되다가 누구 기기가 먹통이 되서 연결 끊었다가 다시 연결하려는데 연결 가능 디바이스를 찾지 못했습니다라면서 연결이 안되여ㅡ 누구 기기에서는 연한 녹색불 들어와있구요 이거 도대체 뭐가 문제인가요??
조남헌,1,2018년 8월 5일,2,누구버튼 구매해서 좀 써볼려고 했는데 송풍구 거치대형 임에도 불구하고 에어컨 바람이 2단만 되어도 음성인식을 전혀 못함
